LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
25100,147622,187441,3,170.4807208,16,41.52143161
25100,77088,111568,7,288.0080252,29,32.55083764
25100,21490,71571,,101.9251329,25,30.44411926
25100,28244,48375,28,303.0950845,13,31.68881825
25100,46614,69750,17,193.2525794,22,33.71535165
25100,,59783,,307.7497359,19,39.27702198
25100,65633,100776,15,141.9381303,29,40.62020969
25100,41314,71357,19,183.6314283,22,33.66553412
25100,58042,98964,16,125.7958639,29,38.3722235
25100,26889,47061,28,318.9013325,13,31.32456596
25100,118559,150172,4,279.1980214,37,42.98797946
25100,26211,42517,28,313.3362279,12,31.29506957
25100,96627,128022,1,197.6334714,37,35.98054235
25100,66938,92544,8,135.6650702,26,34.56587631
25100,23269,75668,,73.31788498,25,28.16593014
25100,143881,243809,27,353.9908365,18,39.87670703
25100,73398,115065,5,88.60633747,31,42.05024445
25100,44639,75412,22,284.9136704,29,39.51801709
25100,24205,54464,25,116.4407697,11,22.45936936
25100,137489,168216,7,211.2089809,20,34.76794885
25100,108235,201918,24,199.4864637,19,23.65233981
25200,94712,127247,8,166.82201,30,39.02592642
25200,55283,103324,0,181.4513682,26,32.92386047
25200,63258,100392,0,194.7013158,25,35.27446098
25200,22773,72541,,92.583557,26,30.42091482
25200,51789,75569,25,281.9286846,30,40.87461909
25200,26255,50963,24,302.4312241,12,31.25832865
25200,137054,207511,4,188.5746595,27,39.96388766
25200,,68083,26,128.4230865,8,21.05500114
25200,75037,102227,9,148.7297782,21,37.23969674
25200,73168,93608,9,151.1214795,21,35.59032677
25200,55823,90658,0,85.31414308,22,35.57129493
25200,69510,90781,6,143.8313539,25,35.3269126
25200,74038,114722,9,304.0041559,28,31.36072725
25300,60084,88898,7,227.0869244,19,36.44443099
25300,137813,214014,5,187.1925099,27,38.65684666
25300,139427,245988,28,366.1101514,18,36.27844415
25300,115226,153900,6,303.0140835,36,41.71511069
25300,118744,153552,5,307.876199,35,43.46926337
25300,,33975,23,79.16325954,14,27.17922554
25300,22361,50688,24,125.407464,11,25.18149884
25300,122933,157009,3,280.5738445,24,38.74080142
25300,51261,87025,4,249.8361848,25,31.65878641
25300,56393,86612,6,258.1473687,25,33.19387553
25300,46780,62536,18,189.1366883,22,30.74672437
25300,62540,101165,0,195.4513312,25,35.20086451
25400,136322,,2,303.7379347,27,16.6446745
25400,76194,98188,0,245.2678533,23,42.13810643
25400,107343,192642,1,192.6716931,14,35.75976024
25400,61907,87133,0,81.49211941,22,34.36469831
25400,149364,210724,10,266.5067241,34,41.61798303
25400,82553,107422,9,305.7597054,29,32.72167844
25400,44800,78000,21,211.0333333,27,
25400,158111,209649,10,254.3361895,34,43.13677016
25400,83943,129189,,5.243341044,41,42.93355731
25400,62906,96327,17,110.6201271,16,33.76074836
25400,138132,243327,27,349.9409295,19,37.82005452
25400,69035,108365,13,281.2219109,33,39.5433415
25400,61771,105880,17,130.1504229,29,37.19524901
25400,,45369,,87.26384702,12,27.5294977
25500,135728,178942,0,133.9564941,38,32.42562995
25500,,31777,23,82.29350724,15,28.07899411
25500,143881,178914,7,323.0225718,35,37.57582198
25500,63967,87239,6,,0,33.05107375
25500,79689,117577,9,114.9684987,19,26.48488637
25500,44562,79481,10,126.2778082,19,40.25073803
25500,25828,44166,,187.8625184,17,39.42789016
25500,50847,79738,20,204.6779007,26,35.86008764
25500,79593,113063,9,135.7406135,19,28.04079318
25500,113204,184561,17,308.9581984,31,34.357866
25500,26603,64347,1,117.432365,6,39.25791203
25500,84267,117833,12,123.7568565,18,27.47115778
25500,235839,267506,5,240.2170139,51,39.04842776
25500,,121708,8,151.9693412,27,33.15994063
25500,,44707,,95.59549608,12,27.50357097
25500,32458,52329,15,105.7836806,24,29.86627823
25500,,43031,,89.16926731,13,28.86528212
25500,73083,126995,1,289.2008986,24,37.31620765
25600,,51974,,100.6768656,13,28.11606742
25600,47936,80600,23,290.4782768,30,37.73494052
25600,241570,264772,4,260.7419889,50,37.37997465
25600,196689,247025,8,105.425354,25,42.6702753
25600,58606,89508,8,140.7127577,30,41.66996371
25600,78441,128814,2,310.5000998,24,38.73864962
25600,240092,263958,5,245.6794706,51,38.97353933
25600,111000,153000,7,112.6333333,27,
25600,46000,80000,,135.9,19,
25600,76383,103544,0,222.2421983,24,42.93996933
25600,105480,126389,25,307.4029037,35,36.76382417
25600,,147598,,,,14.46198733
25600,50910,87358,19,104.4064722,27,42.67745065
25600,144616,211230,7,199.0913081,27,39.00292833
25600,65030,92453,5,,0,35.02885642
25600,77123,103014,1,231.7942011,24,43.67128143
25600,140649,212089,4,187.8714209,29,40.03321863
25600,76102,119391,5,87.62538217,32,40.92995432
25600,139746,210298,6,185.1125764,28,38.36889038
25700,94295,143788,23,220.7295189,13,42.35812804
25700,31333,56733,13,97.08615056,25,30.61978676
25700,32039,54499,15,114.8074121,24,31.14295705
25700,189995,250814,9,100.8009427,25,41.00583277
25700,26059,51800,24,118.0311312,10,23.08547854
25700,50800,85000,23,184.2666667,20,
25700,197425,242602,8,102.9603455,26,41.27712717
25700,43881,69954,10,126.4730656,20,40.76906182
25700,83733,116386,8,397.8706892,44,41.86989334
25700,32613,63065,0,218.4852751,22,41.21010704
25700,23047,76575,,104.5662029,26,29.29663349
25700,85417,98179,7,,,30.82947717
25700,103598,144594,19,217.944828,13,41.13564938
25700,63054,104624,15,132.1071172,29,40.20529288
25800,140785,208421,3,176.2714893,28,39.74500284
25800,,63456,25,148.8162847,8,22.06576364
25800,,68913,26,123.6444881,9,22.92513606
25800,70804,106892,12,291.0720275,33,40.77228326
25800,82058,116330,11,128.4471699,18,27.98945739
25800,112388,180313,16,295.5460058,31,33.24109601
25800,137140,167096,7,209.085283,19,36.18947433
25800,,51824,,89.59981508,12,28.54647846
25900,201877,239546,6,134.8532427,42,40.39811434
25900,42105,73249,2,109.2111561,22,31.80908592
25900,118965,154728,8,101.1976068,26,32.59840187
25900,,33888,24,73.85849672,14,28.24306257
25900,,,20,190.9965648,22,31.16238948
25900,108319,135884,8,188.3758019,18,40.50485505
25900,58000,95000,3,34.66666667,28,
25900,145700,211151,6,182.1713721,27,38.48048457
25900,80663,122372,10,133.669494,18,26.57393079
25900,152071,185893,0,185.543512,16,40.6422789
25900,59575,85837,22,189.7553505,19,24.87461511
25900,56784,91401,2,90.16369704,23,34.09893173
25900,58693,86469,1,94.12956341,23,32.12756274
25900,21852,57518,2,80.16847942,11,31.98368604
25900,61064,94714,2,98.80937484,23,34.56594425
26000,43314,71303,8,246.3186749,23,43.21523351
26000,150773,179077,1,186.914467,35,38.70777971
26000,238005,260479,5,242.2901595,51,35.45765879
26000,100548,207647,22,218.5959913,18,26.55949496
26000,107291,137426,9,191.57344,18,40.76740141
26000,45963,74279,20,295.6669448,29,37.91727288
26000,222681,286283,6,485.9453583,55,33.23935548
26000,139904,172310,6,204.1144147,19,34.83482969
26000,75034,100852,10,152.3539807,20,36.3563094
26000,79714,,1,125.7666667,23,
26000,154000,190000,0,171.4333333,58,
26000,58794,91413,5,230.6802307,19,37.99692333
26000,119553,158687,5,290.7585045,24,36.97751891
26000,81764,118388,9,130.1924181,18,28.15413466
26000,20119,54563,24,126.9879594,11,25.62363851
26000,47067,63292,17,174.6210154,21,33.67314644
26100,,36277,9,79.33145984,13,20.51714628
26100,75164,108483,7,300.8359581,28,30.07140205
26100,113266,182082,18,304.8524691,31,33.19394936
26100,150464,203202,10,248.4819453,33,43.11219067
26100,,35271,9,96.52831616,14,23.31865001
26100,80176,113247,9,294.7520334,29,33.19212531
26100,,151429,,,,15.56700107
26100,,120470,7,161.2876716,27,34.13000366
26100,103949,208432,23,202.592647,18,23.29023448
26100,50605,77841,21,286.4482043,31,41.17380505
26100,73525,,3,106.6522984,6,22.50817251
26100,20566,50534,24,140.5532102,10,24.09826676
26200,105096,136580,9,181.3585917,17,39.18736161
26200,75096,120859,4,107.1771177,31,38.55297875
26200,77952,113285,5,90.01609154,31,39.39066028
26200,141109,245422,28,343.7871223,18,38.11355594
26200,72648,123582,0,331.3528857,23,37.54583738
26200,49323,77160,23,286.1816551,29,39.67630465
26200,149599,181869,1,204.0289898,35,39.80087956
26200,100931,132627,11,169.0320939,28,41.08956919
26200,51599,87148,,129.9339205,19,
26200,189252,241754,9,97.31488774,25,40.31269773
26300,87291,122531,10,128.4832581,18,27.83750961
26300,,37310,26,92.85512943,15,27.21702865
26300,94337,123054,0,204.9173394,38,35.72585219
26300,147600,184207,5,310.3481457,35,38.23508627
26300,118304,177819,17,299.2172523,30,34.36826933
26300,25685,51023,35,261.470872,23,40.08504815
26300,52394,93307,24,184.6560958,19,23.54869835
26300,58369,88124,7,234.2215473,20,37.15829482
26300,52296,91041,24,193.8537132,19,24.89378113
26300,,51055,,70.25339459,14,28.20743574
26300,114956,147793,3,296.5601545,35,43.80729316
26300,,45913,,92.57722408,13,27.92400089
26300,,43472,,90.08032697,12,28.68850032
26300,25530,79885,,105.6387889,26,29.92863683
26300,78851,109090,8,405.4304292,44,42.34162639
26300,189302,249773,7,106.6093074,26,42.76938671
26300,94916,127526,0,195.8476245,37,36.01849565
26400,43781,66030,17,184.3849541,21,31.48990578
26400,79163,123792,0,310.6145549,24,38.1099786
26400,73679,98614,10,151.6287037,20,38.15962279
26400,130672,212536,10,221.5068316,26,20.26991879
26400,128413,207302,9,228.0151317,26,17.87219518
26400,122105,165000,1,234.4,24,
26400,153853,188760,2,172.5708333,17,43.35819405
26400,240907,260638,7,255.415514,51,37.65291911
26400,134642,182719,0,122.4568633,39,32.69880046
26400,44333,68945,18,173.4953921,21,32.34941205
26400,220432,283978,6,480.3560137,56,33.7142391
26400,196412,250164,9,97.27834927,26,42.334246
26400,59288,87753,8,145.8824924,29,38.97248671
26500,29751,57501,1,114.359189,7,37.07547187
26500,23742,77878,,99.37716841,26,28.87672375
26500,145393,187324,3,194.2277448,16,40.85486499
26500,,63918,25,135.4409472,8,20.16138785
26500,63345,100332,16,139.5105459,30,38.42744457
26500,240782,267675,6,229.3070258,50,37.740919
26500,,38964,11,102.7529024,14,20.35358209
26500,112059,179599,15,313.2053014,30,36.35910417
26500,77198,131090,0,312.9088037,24,37.83016379
26500,,64211,26,127.4120114,10,22.28949083
26500,84769,127773,2,190.8604772,25,42.03163913
26500,61223,92255,2,214.0325389,17,1.85553998
26500,34678,68000,14,88.3,16,
26500,14000,45000,0,195.2333333,7,
26500,82859,,0.4,177.5,22,
26500,76599,119041,4,97.26565847,31,40.12650973
26500,134952,165451,8,225.3236722,19,35.73485637
26500,,61089,27,144.1920343,9,22.81386786
26500,47820,76159,24,282.4450078,30,41.28888238
26500,,122693,9,153.9424281,27,32.20081121
26600,62895,103000,1,187.4666667,34,
26600,148986,175750,1,197.3917133,35,40.51498958
26600,61151,97072,16,133.4481104,29,39.22971154
26600,94954,131913,0,187.1408236,37,35.27011322
26600,78491,121598,4,84.58301005,33,41.34234309
26600,140561,208775,5,197.5241025,27,36.87838912
26600,84843,115850,2,137.5388776,37,42.57188992
26600,49610,78355,23,278.603564,30,39.52990361
26600,128238,165316,1,236.0659719,23,36.93931917
26600,122501,153280,2,289.581723,25,38.1297118
26700,146193,185200,11,156.2294564,36,39.21027209
26700,40785,75601,14,98.2405209,15,34.15422819
26700,144243,176096,1,194.6797961,34,40.47924358
26700,73468,108774,11,290.0805914,32,39.0422045
26700,,120179,8,162.12582,27,35.09551993
26700,81968,114647,10,126.7073197,19,27.05672697
26700,23361,55483,36,280.8076057,23,39.89165429
26700,186185,233480,0,290.578837,32,41.74120105
26700,129559,170042,1,232.6461734,24,34.11753289
26700,18590,53462,25,111.9955708,11,22.95980677
26800,149729,183027,7,331.2565571,34,37.00088322
26800,133594,173255,8,215.968328,19,36.94699749
26800,145772,193135,12,147.9387954,36,40.90432104
26800,96895,144482,23,201.9678752,13,40.16216065
26800,148471,183284,4,323.262383,35,37.27227131
26800,139309,166621,5,217.2114826,20,35.18585706
26800,89146,128923,7,114.4619553,16,2.83029717
26800,124199,166404,1,243.9420995,23,34.50965688
26800,46236,62711,17,175.075058,22,33.05993364
26800,35485,74949,14,84.76662481,15,36.19145855
26800,145745,211400,6,184.7116347,27,39.84839123
26800,213165,282068,5,476.728281,55,31.18166119
26800,138216,170052,10,199.7387114,29,76.42147805
26800,18459,53907,0,200.4170271,6,71.51211057
26900,74982,126972,0,315.8189112,23,38.32598985
26900,,35397,7,85.25084072,13,20.83725547
26900,69446,104590,11,287.2759924,32,41.49906043
26900,57414,92916,0,70.28190571,22,34.39630178
26900,115638,145440,4,294.7001921,36,43.90864533
26900,69000,106500,0.6,115.7,19,
26900,67144,92923,16,89.11217349,17,32.79147803
26900,47882,78854,11,132.3473921,19,41.13070668
26900,98324,129210,0,185.2058111,38,34.65064913
26900,54071,85557,0,91.20997623,22,34.5971919
26900,113724,151969,4,294.8927627,36,42.39724899
26900,72848,101736,10,131.4096343,21,36.36902746
26900,45763,73797,23,291.5916815,29,39.37085816
26900,215692,286555,8,468.1781224,55,30.55300542
27000,79218,115721,9,280.3437201,35,33.22776308
27000,77910,117590,4,91.8742111,31,38.49715498
27000,50375,70656,8,125.7160414,20,43.1338449
27000,13718,35684,16,122.2944468,18,24.35575958
27000,144901,178093,7,331.1139721,34,40.5665519
27000,45482,77000,0.8,164.3,19,
27000,124000,162000,0.8,166.3666667,34,
27000,54515,82539,20,203.8613989,26,37.11235228
27000,45880,82425,21,212.6442208,27,36.9977936
27000,54834,85391,9,132.5785446,30,39.30573912
27000,,38441,8,85.17950335,14,23.69117601
27000,60631,86091,24,200.1414536,20,26.24875663
27000,23160,58074,36,275.8432307,24,40.13322041
27000,,61844,26,133.0997369,8,22.71865262
27000,,38356,8,87.47422306,13,20.92741537
27100,63844,101000,8,128.8,22,
27100,140305,237302,27,349.5142676,18,37.42084716
27100,44095,77587,14,92.14002902,15,33.5355472
27100,24494,77479,,101.3129167,26,31.12455386
27100,,31681,23,92.51403036,15,29.74190894
27100,33649,63214,2,113.0367365,6,37.83786387
27100,20479,46735,24,103.8162897,10,24.25867722
27100,118200,159739,6,117.1521605,27,34.20600845
27100,20497,74244,,93.06034262,25,27.36133981
27200,70730,93752,8,165.9193329,20,36.17090549
27200,145725,179197,1,183.3762884,34,40.28747993
27200,83894,121302,6,124.2746965,18,29.73248931
27200,110470,180982,17,295.4714492,30,34.7669497
27200,61000,104044,16,141.9812345,30,39.54650758
27200,101680,134864,10,150.596198,29,40.88049467
27200,97541,126368,0,186.7785479,38,34.81068944
27200,61118,35184,10,134.6489043,23,45.25528966
27200,24070,58216,35,273.3417572,24,37.63994733
27200,58383,92484,22,170.0723235,20,23.80982026
27300,66878,93656,11,153.7959046,20,39.08500634
27300,72314,118839,5,99.69383246,31,42.34342026
27300,44026,71597,22,287.2267963,30,38.48694867
27300,97373,126102,10,139.1325983,28,39.17355395
27300,55973,93503,22,167.7417315,19,26.21017597
27300,53223,86696,0,96.07068788,22,34.51779051
27300,135823,185416,1,135.3597477,38,32.79497644
27300,106221,137727,3,300.5745109,45,32.5603594
27300,37636,73328,12,80.79269376,16,34.26822801
27300,,37531,22,82.66026948,14,29.60984756
27300,127260,212953,9,244.1654213,26,21.24119477
27300,,43277,9,101.8866148,14,20.80819618
27300,149950,177309,6,328.1681227,35,39.15955376
27300,,116708,11,175.2009602,26,33.7478263
27300,140773,188414,12,144.0934649,37,41.48280369
27400,99900,143437,21,211.1082771,12,39.11029763
27400,113364,146520,16,284.3680179,13,34.6276594
27400,,39858,11,87.37900765,14,20.58821436
27400,,121625,7,154.4378476,27,33.37381367
27400,195497,246354,8,89.26442741,25,39.66482299
27400,51298,90010,6,146.6562202,29,42.15993654
27400,23939,56874,3,197.8,11,
27400,46575,85263,1,155.6470412,19,39.4893172
27400,100951,149305,21,194.5330279,13,41.64417205
27400,41370,70528,18,180.204345,21,33.4950887
27500,54511,84470,9,140.247796,29,40.2782983
27500,97679,149877,23,193.0056328,12,39.41516685
27500,145774,206788,4,191.9410188,27,38.00119223
27500,132000,179000,1,226.2333333,19,
27500,137900,184000,10,,0,
27500,150666,192346,3,177.8714733,17,39.97865033
27500,,40807,8,95.53351917,13,20.39892362
27500,69579,117799,5,84.3731245,32,38.86212081
27500,97601,136546,9,80.49714707,39,
27500,131269,211014,10,234.3512888,26,18.73514744
27500,23439,47177,25,112.8945073,11,23.02289409
27600,54584,86568,22,214.8157373,27,35.2239708
27600,73846,100216,12,282.3706614,33,38.19125134
27600,60039,86166,0,100.9493217,23,33.82093404
27600,121592,153432,2,297.0016085,24,40.01531648
27600,103898,130784,11,147.1283978,29,42.00981358
27600,131887,174323,0,243.053713,24,35.27186703
27600,150120,191972,3,178.0384911,16,41.80742805
27600,64818,91915,16,99.60460781,17,32.46114433
27600,153063,202542,10,266.938956,33,42.82914582
27600,57327,87683,0,98.521771,23,34.76057541
27600,,117581,10,165.0058394,27,34.99872778
27600,54328,94216,24,188.3937419,19,26.83331217
27600,124139,157940,4,288.8865396,24,38.22673698
27600,123121,157337,2,283.2828535,24,36.94827386
27600,72468,106906,12,288.8495515,32,38.98401301
27600,112753,155166,6,124.9909552,26,32.08868135
27600,129311,188143,1,122.5168848,39,30.47417374
27600,74964,118507,5,91.7112462,32,39.14675577
27700,63962,101676,15,138.5694126,30,37.38458848
27700,103249,206521,24,196.7816329,19,25.68817634
27700,97834,132396,18,303.9519145,26,6.887024127
27700,54617,87722,9,132.4113818,29,39.63110299
27700,73148,101462,10,264.6053894,33,40.47579335
27700,,65635,18,221.1,28,
27700,61396,111627,20,87.00250011,4,84.61388869
27700,25947,49836,24,120.0258521,10,23.81017336
27700,77886,114494,9,118.4713538,18,28.34407839
27700,54541,78832,0,186.0208426,19,39.61433498
27700,149169,183234,8,314.7858392,35,37.63668272
27700,19300,39000,12,212.0666667,46,
27700,83300,,20,247.9333333,19,
27700,85285,116468,9,312.8079284,36,35.96802437
27700,76055,126560,0,310.6263344,23,38.98355812
27700,,42515,11,95.04307414,13,20.20903769
27700,120070,153652,4,300.1680612,35,43.92019123
27700,141930,182516,0,235.6305765,19,41.9588135
27700,35132,71456,13,84.8749672,16,35.65073032
27700,67446,99206,11,286.9659711,32,38.9951644
27800,114417,150849,5,285.3861264,24,38.58192387
27800,96332,123598,1,190.3137746,38,33.85589547
27800,19600,50594,24,137.2340443,10,24.52237465
27800,64804,97553,15,105.0986638,17,32.17786106
27800,127770,169440,2,235.728547,24,34.84415543
27800,142356,177328,6,315.1755675,35,38.59599092
27800,181405,229116,0,297.9981443,32,43.52042818
27900,55859,92179,0,94.93254438,23,33.09789894
27900,73630,106757,11,282.7596984,32,38.26657321
27900,137006,207997,5,194.0931469,28,36.90607516
27900,66027,102745,9,298.1032514,32,38.25030605
27900,69589,115061,5,97.8638453,32,41.47397173
27900,62264,39604,10,118.7782646,23,48.07753147
27900,149359,192955,0,172.5795906,16,40.13553136
27900,142346,185057,9,155.548699,36,39.39704272
27900,50988,81533,1,167.6144501,18,40.62088475
27900,113843,156282,7,109.9596262,27,33.94246485
27900,135511,184219,1,241.0522835,19,38.60649271
27900,90694,121543,5,107.0462506,15,0.8381175254
28000,58002,86427,9,129.575352,29,39.36269322
28000,59775,87390,8,138.4864766,30,41.54380471
28000,140770,209726,5,190.329522,27,38.88660597
28000,49764,74526,24,294.594783,30,37.61130938
28000,62376,104073,16,146.1419296,30,39.75984964
28000,77322,118082,7,80.65809369,31,38.8154384
28000,68000,106000,6,114.7,21,
28000,86600,127000,6.5,234.3666667,35,
28000,28042,63500,14,121.7333333,28,
28000,96015,127551,0,196.5234881,37,34.87164312
28100,100420,207737,22,197.1981219,19,26.37254872
28100,135991,183598,0,131.5891244,38,31.08561766
28100,96160,128767,10,154.672858,29,41.11794458
28100,86778,110851,9,398.4023372,44,41.04058878
28100,32470,54522,35,295.4966835,23,38.7994829
28100,61000,99000,7,129.1666667,31,
28100,72100,112000,20,120.7333333,58,
28100,112564,162129,7,115.564462,26,33.09168147
28100,75768,,9,133.121867,33,46.75180011
28200,90485,123674,1,189.7347419,25,41.67698554
28200,76011,129352,1,302.8032607,23,36.39047361
28200,58232,97555,17,130.4507649,29,38.0927303
28200,44363,72966,16,82.27059459,16,34.98052537
28200,61038,87534,8,137.4878193,30,39.3600186
28200,118728,160486,7,112.5208179,26,34.53734229
28200,109184,207035,23,179.9377509,18,23.66245669
28200,44321,63050,19,182.2473057,22,32.47716703
28200,185607,227617,0,311.0627554,33,42.435285
28200,,117181,9,170.6461537,26,31.60143615
28200,148455,191419,1,186.9830429,17,39.56330308
28200,100353,131386,9,146.0654833,28,38.67920763
28200,51663,92860,24,172.3406543,20,26.9130048
28200,148772,186023,3,203.5758597,17,43.30465807
28200,66242,109762,8,130.9695654,21,60.29541349
28300,72572,117311,6,85.79724815,32,39.8765037
28300,,29512,24,78.10906973,14,30.51328344
28300,126942,166797,0,244.7222847,23,33.394854
28300,105000,147000,11,162.3666667,17,
28300,71973,119224,4,89.37995232,32,39.98105906
28300,68959,102048,12,278.7147042,32,39.93275013
28300,130028,178918,2,113.9426389,39,33.44016163
28300,137159,186153,0,112.1728125,38,29.87473149
28300,145931,239990,27,357.2309538,19,38.26846999
28300,104686,136033,13,291.1716614,27,5.762994872
28400,90823,126845,1,188.7734549,25,42.89671511
28400,72870,95647,11,139.0452547,20,37.82067846
28400,46126,66942,18,180.6683082,21,33.76903515
28400,150784,192411,0,173.3054934,16,41.54325414
28400,197852,243593,10,111.1086801,26,41.21496534
28400,207687,242544,8,134.0076805,41,41.29838663
28400,106020,206030,22,188.7524695,18,25.33037232
28400,112996,175817,17,303.2820551,31,36.2890026
28400,53480,90560,24,174.4747237,19,24.49083911
28400,183314,232345,1,300.9043101,32,42.3362269
28400,36484,73478,13,100.9750908,16,34.76399378
28400,206126,238745,9,119.0697634,42,41.67018774
28500,49461,83352,21,210.0250584,26,37.3017641
28500,73188,111925,5,123.6131744,21,44.52055475
28500,97262,131830,10,168.8035325,29,42.3249247
28500,,41763,12,92.8669886,13,21.901856
28500,108293,135317,5,219.6152519,43,31.20973109
28500,84908,108385,10,384.2850469,45,41.34201094
28500,43413,73248,13,102.5670171,16,35.67150508
28500,100145,130522,10,137.9428692,29,39.07258918
28500,137174,186118,1,115.2948111,39,32.87512565
28500,29338,62220,2,113.2059238,6,36.87709851
28600,32136,51599,35,284.0838485,23,39.54773379
28600,94165,130285,10,137.8133309,28,42.08001604
28600,85174,127306,1,193.0739135,24,40.65624858
28600,136546,185507,0,212.3140985,19,40.51680132
28600,26189,50409,36,287.4961733,23,38.6443946
28600,39009,75893,12,85.62551999,15,33.97581441
28600,105907,156126,10,165.090735,17,33.23130088
28600,31634,65157,5,119.3620256,6,40.15941877
28600,126189,167157,19,239.2270359,26,31.01274893
28700,107281,155874,10,173.8358358,17,32.74036849
28700,137247,186685,0,110.4950024,39,30.85972433
28700,131767,214558,10,238.794891,27,20.52327227
28700,67951,106093,11,263.7439223,32,40.21223483
28700,133188,179454,1,223.3486635,19,41.13615926
28700,25190,59841,1,201.1767833,11,35.72928694
28800,204455,245685,8,123.3967471,42,42.34547139
28800,132019,168828,0,231.286134,24,35.49030567
28800,,121560,8,175.2063398,26,31.61203845
28800,151328,194243,2,174.9770528,17,42.11254013
28800,,44761,10,84.72826796,14,22.84166319
28800,134144,185910,2,122.5038922,39,30.33821943
28800,30357,56776,35,294.4200214,22,37.53746125
28900,225000,285000,15,258.7333333,26,
28900,135770,188368,0,229.7532224,19,40.63187139
28900,91683,127833,0,187.2424028,37,33.16875685
28900,134509,211558,10,247.8444526,27,20.61070665
28900,89945,124453,2,194.9102495,25,42.71977457
28900,,117991,7,159.5500246,27,32.16500253
28900,63748,36392,9,124.2478986,23,44.57850006
28900,102108,147463,19,205.8658949,13,41.65421132
28900,75887,117989,4,92.09054215,32,40.77888843
28900,77916,130728,2,290.7726081,23,39.09547645
28900,109888,182229,16,302.2264177,30,33.3190619
28900,29515,49525,36,288.6562467,24,39.60580772
29000,152065,192445,2,166.9485683,16,41.56383925
29000,32109,49912,34,278.5650034,23,39.79656076
29000,149900,201000,5,131.9333333,29,
29000,79000,,8,189.7,33,
29000,72478,113000,1.5,114.6666667,12,
29000,101824,,4,186.7,14,
29200,116202,160084,6,124.1214617,26,32.64452984
29200,50105,83815,21,188.2010287,26,35.59575067
29200,139299,180818,1,226.8611449,19,40.81730925
29200,99600,143000,15,232.3333333,40,
29300,228059,291314,16,259.6772021,26,28.17364554
29300,68024,115954,6,109.9150205,21,44.36917076
29400,119256,160683,6,109.121197,27,33.30176289
29400,48800,86000,5,52.76653273,21,
29400,39354,75553,13,77.34259704,15,35.11044889
29400,109457,145453,15,222.858711,40,40.69741846
29500,232801,289260,13,264.4315076,25,26.98136309
29500,50079,80222,1,147.9901182,19,38.139022
29500,48590,81354,0,157.0263263,18,40.17061829
29500,118000,169900,8,138.9666667,23,
29600,233916,291490,15,259.7334653,25,25.10508606
29700,46268,79463,0,161.276029,19,40.26196223
29700,100657,148653,14,221.9253115,40,42.30290733
29800,134560,187551,1,225.0922987,19,39.21193749
29800,225481,290762,13,239.3216306,26,24.77798542
29800,34000,71000,10,115.6666667,24,
29900,230499,294326,15,250.4910072,26,27.92066177
29900,135955,182161,0,235.3710385,18,38.69974659
29900,73506,115000,11,77.13333333,35,
29900,22000,,2,81.13333333,10,
29900,131756,167302,0,237.5622414,24,35.04310052
30000,74975,118886,12,85.0457549,34,26.34913193
30000,77853,114746,6,114.5837225,21,43.29474364
30000,79044,118685,12,92.11887554,34,27.22498526
30000,12223,35875.06,28.5,199.8333333,15,
30000,187000,293000,28,156.6333333,23,
30000,32657,76000,,288.3333333,16,
30000,48000,97000,3,173.5,25,
30000,224000,282000,5,209.3666667,30,
30000,8875,57000,0,100.4666667,6,
30000,,50000,4,118.6666667,15,
30000,17696,53100,20,147.8666667,28,
30000,176000,240000,1,198.8666667,13,
30000,,46200,0,200.9333333,15,
30000,109583,153132,10,162.3840072,16,33.76030524
30000,15214,38094,26,199.4697909,15,39.5498738
30000,20000,38000,0.9,59.83333333,7,
30100,24350,40356,0,81.8402502,6,13.40999565
30100,92249,,2,180.6801536,21,31.08912029
30100,138322,186139,2,215.750868,19,39.1891416
30100,228006,285921,15,250.5398841,25,27.81329141
30100,78124,116280,10,73.75338352,35,26.40633196
30100,42747,71360,10,89.51626546,24,34.03666376
30200,36000,73500,14,202.9666667,33,
30200,80951,116160,19,130.3603618,58,50.35299879
30200,124000,171366,13,176.5,28,
30200,20956,39333,0,73.39179752,7,13.49536737
30200,106594,148695,13,239.918405,39,41.27520899
30200,34955,79556,8,121.0233134,23,32.8045306
30300,137927,182588,1,248.980672,18,40.36185207
30300,,52545,1,187.7221845,15,2.594364447
30300,54352,79302,0,152.2027769,19,41.62936282
30300,109859,153240,10,172.6879798,17,34.54949648
30300,18306,66747,1,95.18143755,6,37.58289841
30300,36014,76525,14,88.93446885,16,34.9372716
30400,45747,78829,0,174.3637482,18,41.25679468
30400,40386,68120,12,98.82015368,15,34.02025719
30400,46948,80473,0,151.5970972,19,37.75387662
30400,55429,103948,3,182.4841642,25,35.15098079
30500,77246,121758,10,79.21417248,34,26.52174054
30500,57516,103086,3,166.1995272,24,37.81408909
30500,113822,148478,10,165.7882784,16,31.16320701
30500,108736,147531,13,228.6103591,40,43.12276156
30500,138082,181157,2,219.2473072,19,40.87469852
30500,10952,65166,0,91.95160351,6,37.69262438
30500,124225,181129,11,189.4391712,28,43.16839173
30500,18375,61738,20,141.7031333,28,45.3547887
30600,35332,71898,10,115.2108955,24,33.07135028
30600,78355,124426,11,81.22339757,34,25.94257777
30600,231344,284199,7,202.5286035,29,15.82390006
30600,54372,78653,0,156.4135697,19,40.61109433
30700,36804,83295,,289.3998161,15,42.21386978
